player,comp,season,Progressive Passes,Key passes,Pass completion %,Shot creating actions p 90,1/3,Matches Played,Avg Mins per Match
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,,,0.0,,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,0.0,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
Emanuele Torrasi,Serie A,2017-18,0.0,0.0,100.0,,1.0,1,6.0
