player,comp,season,Progressive Passes,Key passes,Pass completion %,Shot creating actions p 90,1/3,Matches Played,Avg Mins per Match
Ander Herrera,Premier League,2017-18,81.0,11.0,86.2,1.99,89.0,26,48.76923076923077
Anthony Martial,Premier League,2017-18,52.0,33.0,77.7,4.32,35.0,30,52.733333333333334
Antonio Valencia,Premier League,2017-18,84.0,23.0,82.8,1.94,91.0,31,88.38709677419355
Ashley Young,Premier League,2017-18,103.0,26.0,76.4,2.32,117.0,30,81.4
Axel Tuanzebe,Premier League,2017-18,0.0,0.0,,0.0,0.0,1,1.0
Chris Smalling,Premier League,2017-18,37.0,2.0,87.5,0.25,25.0,29,87.44827586206897
Daley Blind,Premier League,2017-18,23.0,4.0,80.3,3.48,18.0,7,51.714285714285715
David de Gea,Premier League,2017-18,0.0,1.0,62.8,0.16,13.0,37,90.0
Eric Bailly,Premier League,2017-18,26.0,2.0,86.0,0.36,15.0,13,77.0
Henrikh Mkhitaryan,Premier League,2017-18,61.0,28.0,76.9,5.56,39.0,15,61.46666666666667
Jesse Lingard,Premier League,2017-18,75.0,26.0,84.4,3.42,68.0,33,55.06060606060606
Juan Mata,Premier League,2017-18,101.0,51.0,81.6,4.59,74.0,28,68.64285714285714
Luke Shaw,Premier League,2017-18,48.0,9.0,79.5,2.16,39.0,11,71.81818181818181
Marcos Rojo,Premier League,2017-18,13.0,2.0,81.5,0.84,27.0,9,71.11111111111111
Marcus Rashford,Premier League,2017-18,46.0,22.0,69.7,2.73,22.0,35,51.8
Marouane Fellaini,Premier League,2017-18,19.0,5.0,84.4,1.88,25.0,16,38.8125
Matteo Darmian,Premier League,2017-18,16.0,1.0,81.6,0.81,12.0,8,55.5
Michael Carrick,Premier League,2017-18,15.0,1.0,84.8,4.13,17.0,2,54.5
Nemanja Matić,Premier League,2017-18,237.0,24.0,86.9,1.96,220.0,36,86.61111111111111
Paul Pogba,Premier League,2017-18,250.0,39.0,83.7,4.32,181.0,27,79.55555555555556
Phil Jones,Premier League,2017-18,45.0,2.0,90.9,0.59,37.0,23,85.78260869565217
Romelu Lukaku,Premier League,2017-18,63.0,33.0,65.8,2.51,33.0,34,84.32352941176471
Scott McTominay,Premier League,2017-18,48.0,2.0,87.0,0.99,37.0,13,48.76923076923077
Sergio Romero,Premier League,2017-18,0.0,0.0,68.0,0.0,0.0,1,90.0
Victor Lindelöf,Premier League,2017-18,42.0,2.0,90.6,0.42,33.0,17,75.58823529411765
Zlatan Ibrahimović,Premier League,2017-18,9.0,2.0,75.6,5.94,5.0,5,21.2
Aleksandar Mitrović,Premier League,2017-18,3.0,3.0,72.7,4.79,1.0,6,15.833333333333334
Ayoze Pérez,Premier League,2017-18,75.0,36.0,69.1,3.07,47.0,36,69.22222222222223
Chancel Mbemba,Premier League,2017-18,21.0,4.0,73.2,1.61,11.0,9,74.66666666666667
Christian Atsu,Premier League,2017-18,47.0,25.0,70.0,2.72,21.0,28,63.714285714285715
Ciaran Clark,Premier League,2017-18,29.0,4.0,71.5,0.72,43.0,20,87.3
DeAndre Yedlin,Premier League,2017-18,74.0,19.0,73.8,1.74,58.0,34,83.67647058823529
Dwight Gayle,Premier League,2017-18,24.0,21.0,71.8,2.16,17.0,35,55.94285714285714
Florian Lejeune,Premier League,2017-18,67.0,7.0,76.3,0.81,66.0,24,87.625
Henri Saivet,Premier League,2017-18,1.0,0.0,57.7,1.08,1.0,1,83.0
Isaac Hayden,Premier League,2017-18,45.0,11.0,73.6,1.83,37.0,26,52.84615384615385
Islam Slimani,Premier League,2017-18,2.0,4.0,59.2,5.45,1.0,4,33.0
Jacob Murphy,Premier League,2017-18,32.0,10.0,59.7,2.2,15.0,25,45.92
Jamaal Lascelles,Premier League,2017-18,73.0,6.0,76.8,0.52,59.0,33,88.72727272727273
Javier Manquillo,Premier League,2017-18,55.0,11.0,73.2,1.38,35.0,21,83.71428571428571
Jesús Gámez,Premier League,2017-18,10.0,4.0,77.0,6.43,5.0,2,49.0
Jonjo Shelvey,Premier League,2017-18,183.0,40.0,69.7,3.25,159.0,30,75.6
Joselu,Premier League,2017-18,41.0,16.0,61.8,2.1,34.0,30,57.06666666666667
Karl Darlow,Premier League,2017-18,0.0,0.0,52.1,0.3,6.0,10,90.0
Kenedy,Premier League,2017-18,21.0,13.0,72.8,3.34,14.0,13,78.6923076923077
Martin Dúbravka,Premier League,2017-18,0.0,0.0,58.3,0.25,7.0,12,90.0
Massadio Haïdara,Premier League,2017-18,0.0,0.0,100.0,0.0,0.0,1,4.0
Matt Ritchie,Premier League,2017-18,93.0,52.0,65.2,3.4,65.0,35,80.11428571428571
Mikel Merino,Premier League,2017-18,108.0,16.0,78.9,3.14,84.0,24,56.125
Mohamed Diamé,Premier League,2017-18,81.0,13.0,80.7,1.72,64.0,31,65.83870967741936
Paul Dummett,Premier League,2017-18,57.0,6.0,68.7,0.73,50.0,20,80.1
Rob Elliot,Premier League,2017-18,0.0,0.0,57.4,0.12,9.0,16,90.0
Rolando Aarons,Premier League,2017-18,3.0,0.0,65.9,0.65,2.0,4,34.75
Alex McCarthy,Premier League,2017-18,0.0,0.0,45.9,0.11,5.0,18,90.0
Charlie Austin,Premier League,2017-18,18.0,4.0,67.2,1.99,20.0,24,43.208333333333336
Cédric Soares,Premier League,2017-18,139.0,24.0,72.3,1.8,108.0,32,87.3125
Dušan Tadić,Premier League,2017-18,167.0,59.0,69.5,3.93,68.0,36,77.52777777777777
Fraser Forster,Premier League,2017-18,0.0,0.0,49.6,0.05,8.0,20,90.0
Guido Carrillo,Premier League,2017-18,8.0,4.0,65.3,2.2,3.0,7,64.28571428571429
Jack Stephens,Premier League,2017-18,45.0,4.0,75.0,0.45,43.0,22,90.0
James Ward-Prowse,Premier League,2017-18,66.0,36.0,68.7,3.15,50.0,30,57.2
Jan Bednarek,Premier League,2017-18,14.0,0.0,72.0,0.42,11.0,5,85.2
Josh Sims,Premier League,2017-18,4.0,1.0,76.9,5.52,4.0,6,27.166666666666668
Jérémy Pied,Premier League,2017-18,13.0,2.0,75.6,1.5,12.0,2,90.0
Manolo Gabbiadini,Premier League,2017-18,12.0,7.0,69.3,1.17,3.0,28,38.607142857142854
Mario Lemina,Premier League,2017-18,86.0,8.0,86.8,1.73,68.0,25,68.8
Matt Targett,Premier League,2017-18,5.0,2.0,71.6,1.08,3.0,2,83.0
Maya Yoshida,Premier League,2017-18,58.0,5.0,83.8,0.61,44.0,24,85.45833333333333
Michael Obafemi,Premier League,2017-18,0.0,0.0,100.0,0.0,0.0,1,9.0
Nathan Redmond,Premier League,2017-18,94.0,42.0,72.5,3.66,43.0,31,62.74193548387097
Oriol Romeu,Premier League,2017-18,201.0,22.0,82.2,1.83,165.0,34,85.20588235294117
Pierre Højbjerg,Premier League,2017-18,90.0,13.0,84.1,1.78,68.0,23,72.6086956521739
Ryan Bertrand,Premier League,2017-18,174.0,36.0,75.5,2.18,130.0,35,89.57142857142857
Sam McQueen,Premier League,2017-18,4.0,3.0,70.1,1.82,4.0,7,21.142857142857142
Shane Long,Premier League,2017-18,21.0,20.0,64.7,3.13,11.0,30,52.733333333333334
Sofiane Boufal,Premier League,2017-18,76.0,21.0,74.3,3.99,37.0,26,46.88461538461539
Steven Davis,Premier League,2017-18,129.0,18.0,81.1,2.72,101.0,23,66.1304347826087
Virgil van Dijk,Premier League,2017-18,42.0,3.0,85.3,0.81,27.0,12,82.83333333333333
Wesley Hoedt,Premier League,2017-18,143.0,9.0,77.9,0.79,118.0,28,90.0
Badou Ndiaye,Premier League,2017-18,46.0,7.0,81.3,2.14,32.0,13,87.53846153846153
Bojan Krkić,Premier League,2017-18,2.0,1.0,81.5,2.54,1.0,1,71.0
Bruno Martins Indi,Premier League,2017-18,28.0,3.0,79.2,0.36,25.0,17,73.11764705882354
Charlie Adam,Premier League,2017-18,30.0,6.0,58.9,3.72,28.0,11,37.36363636363637
Darren Fletcher,Premier League,2017-18,100.0,23.0,76.3,1.95,77.0,27,82.18518518518519
Eric Maxim Choupo-Moting,Premier League,2017-18,56.0,20.0,69.3,2.37,28.0,30,77.13333333333334
Erik Pieters,Premier League,2017-18,113.0,13.0,69.9,1.23,94.0,31,87.6774193548387
Geoff Cameron,Premier League,2017-18,48.0,6.0,69.5,0.89,39.0,20,76.25
Glen Johnson,Premier League,2017-18,23.0,4.0,65.7,1.81,18.0,9,60.77777777777778
Ibrahim Afellay,Premier League,2017-18,4.0,0.0,87.8,0.0,6.0,6,27.666666666666668
Jack Butland,Premier League,2017-18,0.0,1.0,50.1,0.29,54.0,35,90.0
Jesé,Premier League,2017-18,14.0,9.0,72.8,3.22,7.0,13,47.23076923076923
Joe Allen,Premier League,2017-18,165.0,31.0,79.4,2.12,116.0,36,87.19444444444444
Josh Tymon,Premier League,2017-18,6.0,0.0,83.5,0.0,8.0,3,54.333333333333336
Julien Ngoy,Premier League,2017-18,0.0,0.0,80.0,0.0,0.0,1,20.0
Kevin Wimmer,Premier League,2017-18,40.0,3.0,76.7,0.48,45.0,17,77.82352941176471
Kostas Stafylidis,Premier League,2017-18,8.0,2.0,66.7,1.07,5.0,5,67.0
Kurt Zouma,Premier League,2017-18,86.0,6.0,75.3,0.69,74.0,34,84.94117647058823
Lasse Sørensen,Premier League,2017-18,2.0,2.0,73.2,2.4,6.0,1,75.0
Lee Grant,Premier League,2017-18,0.0,0.0,61.3,0.33,4.0,3,90.0
Mame Biram Diouf,Premier League,2017-18,43.0,20.0,55.1,1.77,26.0,35,74.17142857142858
Moritz Bauer,Premier League,2017-18,19.0,13.0,63.0,1.58,18.0,15,87.06666666666666
Peter Crouch,Premier League,2017-18,41.0,21.0,58.3,2.13,40.0,31,50.54838709677419
Ramadan Sobhi,Premier League,2017-18,38.0,15.0,75.2,1.89,19.0,24,51.583333333333336
Ryan Shawcross,Premier League,2017-18,46.0,2.0,67.2,0.38,39.0,27,87.81481481481481
Saido Berahino,Premier League,2017-18,9.0,3.0,75.8,1.64,3.0,15,32.93333333333333
Stephen Ireland,Premier League,2017-18,7.0,1.0,81.4,2.06,5.0,4,32.75
Tom Edwards,Premier League,2017-18,11.0,1.0,69.6,0.37,9.0,6,80.16666666666667
Tyrese Campbell,Premier League,2017-18,4.0,0.0,50.0,0.0,1.0,4,19.75
Xherdan Shaqiri,Premier League,2017-18,161.0,75.0,71.4,4.29,94.0,36,84.41666666666667
Alfie Mawson,Premier League,2017-18,92.0,5.0,80.9,0.34,87.0,38,90.0
André Ayew,Premier League,2017-18,24.0,12.0,78.7,1.89,12.0,12,79.16666666666667
Andy King,Premier League,2017-18,38.0,4.0,82.5,1.13,35.0,11,65.0
Connor Roberts,Premier League,2017-18,11.0,0.0,72.4,1.01,6.0,4,67.0
Federico Fernández,Premier League,2017-18,72.0,6.0,82.2,0.47,60.0,30,89.2
Jay Fulton,Premier League,2017-18,0.0,0.0,62.5,0.0,0.0,2,9.5
Jordan Ayew,Premier League,2017-18,50.0,16.0,78.9,2.62,33.0,36,79.22222222222223
Ki Sung-yueng,Premier League,2017-18,64.0,19.0,83.9,1.73,52.0,25,74.72
Kyle Bartley,Premier League,2017-18,7.0,2.0,80.9,0.77,8.0,5,47.0
Kyle Naughton,Premier League,2017-18,193.0,12.0,72.2,1.43,160.0,34,89.11764705882354
Leon Britton,Premier League,2017-18,11.0,0.0,92.0,0.89,6.0,5,60.4
Leroy Fer,Premier League,2017-18,66.0,10.0,80.1,1.55,52.0,20,69.85
Luciano Narsingh,Premier League,2017-18,15.0,11.0,74.4,3.46,12.0,18,34.72222222222222
Martin Olsson,Premier League,2017-18,87.0,13.0,68.9,1.0,65.0,36,87.47222222222223
Mike van der Hoorn,Premier League,2017-18,41.0,5.0,75.9,0.42,42.0,24,81.0
Nathan Dyer,Premier League,2017-18,34.0,10.0,77.0,2.0,19.0,24,54.458333333333336
Oliver McBurnie,Premier League,2017-18,9.0,1.0,66.0,0.98,3.0,11,25.09090909090909
Renato Sanches,Premier League,2017-18,45.0,6.0,78.6,2.18,33.0,12,58.5
Roque Mesa,Premier League,2017-18,36.0,5.0,86.3,1.67,21.0,11,68.54545454545455
Sam Clucas,Premier League,2017-18,61.0,15.0,79.0,1.54,46.0,29,70.48275862068965
Tammy Abraham,Premier League,2017-18,20.0,12.0,65.6,2.19,16.0,31,55.67741935483871
Tom Carroll,Premier League,2017-18,179.0,47.0,78.3,2.87,161.0,37,69.45945945945945
Wayne Routledge,Premier League,2017-18,17.0,6.0,65.0,2.1,8.0,15,28.6
Wilfried Bony,Premier League,2017-18,11.0,4.0,62.7,2.04,13.0,15,47.13333333333333
Àngel Rangel,Premier League,2017-18,11.0,1.0,83.9,2.88,7.0,4,39.0
Łukasz Fabiański,Premier League,2017-18,0.0,1.0,58.9,0.13,16.0,38,90.0
Ben Davies,Premier League,2017-18,165.0,46.0,75.2,3.18,125.0,29,80.13793103448276
Christian Eriksen,Premier League,2017-18,333.0,95.0,76.5,5.06,264.0,37,86.97297297297297
Danny Rose,Premier League,2017-18,56.0,10.0,75.0,3.49,36.0,10,80.0
Davinson Sánchez,Premier League,2017-18,82.0,4.0,89.2,0.43,59.0,31,81.74193548387096
Dele Alli,Premier League,2017-18,181.0,63.0,76.1,4.05,104.0,36,82.16666666666667
Eric Dier,Premier League,2017-18,213.0,15.0,85.3,1.27,221.0,34,83.05882352941177
Fernando Llorente,Premier League,2017-18,4.0,4.0,68.2,1.89,2.0,16,14.875
Georges-Kévin N'Koudou,Premier League,2017-18,0.0,0.0,,,0.0,1,1.0
Harry Kane,Premier League,2017-18,94.0,32.0,68.5,3.66,53.0,37,83.13513513513513
Harry Winks,Premier League,2017-18,69.0,10.0,88.7,1.86,76.0,16,48.375
Hugo Lloris,Premier League,2017-18,0.0,0.0,78.5,0.11,9.0,36,90.0
Jan Vertonghen,Premier League,2017-18,243.0,12.0,85.8,1.35,215.0,36,88.97222222222223
Kieran Trippier,Premier League,2017-18,114.0,40.0,77.0,3.39,88.0,24,79.75
Kyle Walker-Peters,Premier League,2017-18,8.0,3.0,77.1,3.33,5.0,3,63.0
Lucas Moura,Premier League,2017-18,12.0,6.0,77.2,7.29,3.0,6,35.0
Michel Vorm,Premier League,2017-18,0.0,0.0,88.5,0.0,0.0,1,90.0
Mousa Dembélé,Premier League,2017-18,211.0,18.0,92.1,2.39,177.0,28,67.10714285714286
Moussa Sissoko,Premier League,2017-18,85.0,27.0,82.2,3.15,69.0,33,42.484848484848484
Paulo Gazzaniga,Premier League,2017-18,0.0,0.0,80.0,0.0,0.0,1,90.0
Serge Aurier,Premier League,2017-18,67.0,14.0,75.3,2.39,37.0,17,84.05882352941177
Son Heung-min,Premier League,2017-18,92.0,39.0,80.8,4.07,52.0,37,62.189189189189186
Toby Alderweireld,Premier League,2017-18,109.0,3.0,85.2,1.53,102.0,14,84.14285714285714
Victor Wanyama,Premier League,2017-18,65.0,5.0,86.7,1.7,64.0,18,47.0
Vincent Janssen,Premier League,2017-18,0.0,0.0,,0.0,0.0,1,1.0
Érik Lamela,Premier League,2017-18,46.0,16.0,79.5,4.37,32.0,25,33.72
Abdoulaye Doucouré,Premier League,2017-18,222.0,40.0,82.7,2.68,152.0,37,89.83783783783784
Adrian Mariappa,Premier League,2017-18,60.0,4.0,75.3,0.29,50.0,28,78.92857142857143
Andre Gray,Premier League,2017-18,17.0,18.0,70.0,1.68,17.0,31,48.32258064516129
André Carrillo,Premier League,2017-18,72.0,20.0,72.7,3.74,40.0,28,55.0
Ben Watson,Premier League,2017-18,24.0,3.0,80.9,1.38,12.0,8,57.0
Christian Kabasele,Premier League,2017-18,74.0,3.0,74.4,0.5,46.0,28,83.21428571428571
Craig Cathcart,Premier League,2017-18,11.0,0.0,76.9,0.91,8.0,7,74.71428571428571
Daryl Janmaat,Premier League,2017-18,107.0,12.0,72.0,1.48,83.0,23,79.1304347826087
Dodi Lukebakio,Premier League,2017-18,1.0,2.0,87.5,11.25,2.0,1,16.0
Gerard Deulofeu,Premier League,2017-18,13.0,11.0,68.8,3.52,12.0,7,62.142857142857146
Heurelho Gomes,Premier League,2017-18,0.0,0.0,59.2,0.17,10.0,24,88.66666666666667
Jerome Sinclair,Premier League,2017-18,2.0,1.0,87.5,2.9,1.0,4,7.75
José Holebas,Premier League,2017-18,98.0,39.0,59.2,2.53,61.0,28,85.07142857142857
Kiko Femenía,Premier League,2017-18,72.0,17.0,80.4,2.0,43.0,23,74.47826086956522
Marvin Zeegelaar,Premier League,2017-18,54.0,7.0,74.7,1.36,39.0,12,82.83333333333333
Miguel Britos,Premier League,2017-18,43.0,3.0,79.3,0.9,32.0,12,66.41666666666667
Molla Wagué,Premier League,2017-18,6.0,0.0,74.1,0.0,3.0,6,73.0
Nathaniel Chalobah,Premier League,2017-18,22.0,1.0,71.7,1.41,18.0,6,74.5
Nordin Amrabat,Premier League,2017-18,7.0,3.0,56.4,2.27,4.0,3,66.0
Orestis Karnezis,Premier League,2017-18,0.0,0.0,49.0,0.0,8.0,15,86.13333333333334
Richarlison,Premier League,2017-18,73.0,26.0,60.9,2.96,40.0,38,74.28947368421052
Roberto Pereyra,Premier League,2017-18,79.0,23.0,81.2,3.38,52.0,32,50.75
Sebastian Prödl,Premier League,2017-18,40.0,2.0,77.7,0.23,32.0,21,74.76190476190476
Stefano Okaka,Premier League,2017-18,10.0,5.0,65.6,2.98,9.0,15,30.2
Tom Cleverley,Premier League,2017-18,136.0,29.0,77.9,2.75,132.0,23,82.65217391304348
Troy Deeney,Premier League,2017-18,71.0,26.0,56.0,2.34,46.0,29,63.58620689655172
Will Hughes,Premier League,2017-18,60.0,17.0,77.4,3.45,35.0,15,66.0
Younès Kaboul,Premier League,2017-18,7.0,0.0,68.4,0.6,9.0,2,75.0
Étienne Capoue,Premier League,2017-18,74.0,8.0,81.9,1.81,75.0,23,67.04347826086956
Ahmed Hegazi,Premier League,2017-18,65.0,7.0,72.4,0.45,56.0,38,89.10526315789474
Allan Nyom,Premier League,2017-18,58.0,14.0,72.4,1.36,42.0,29,79.65517241379311
Ben Foster,Premier League,2017-18,1.0,2.0,48.9,0.32,45.0,37,90.0
Boaz Myhill,Premier League,2017-18,0.0,0.0,52.6,0.0,1.0,1,90.0
Chris Brunt,Premier League,2017-18,100.0,37.0,67.7,3.56,98.0,26,73.84615384615384
Claudio Yacob,Premier League,2017-18,28.0,1.0,83.4,0.6,34.0,16,56.4375
Craig Dawson,Premier League,2017-18,83.0,10.0,68.7,1.11,79.0,28,89.64285714285714
Daniel Sturridge,Premier League,2017-18,6.0,3.0,69.7,3.81,4.0,6,19.666666666666668
Gareth Barry,Premier League,2017-18,126.0,17.0,74.9,1.78,113.0,25,76.92
Gareth McAuley,Premier League,2017-18,10.0,0.0,65.4,0.2,16.0,9,50.888888888888886
Grzegorz Krychowiak,Premier League,2017-18,101.0,13.0,77.1,2.36,76.0,27,60.77777777777778
Hal Robson-Kanu,Premier League,2017-18,24.0,8.0,61.1,2.29,15.0,21,39.38095238095238
Jake Livermore,Premier League,2017-18,133.0,20.0,77.5,1.41,108.0,34,78.6470588235294
James McClean,Premier League,2017-18,12.0,18.0,62.3,1.86,12.0,30,46.86666666666667
James Morrison,Premier League,2017-18,11.0,3.0,84.6,2.61,5.0,4,51.75
Jay Rodriguez,Premier League,2017-18,52.0,21.0,69.9,1.79,51.0,37,76.0
Jonny Evans,Premier League,2017-18,56.0,8.0,79.9,0.87,58.0,28,81.07142857142857
Kieran Gibbs,Premier League,2017-18,97.0,22.0,71.9,1.62,66.0,33,85.66666666666667
Matt Phillips,Premier League,2017-18,31.0,33.0,61.6,2.58,21.0,30,69.76666666666667
Nacer Chadli,Premier League,2017-18,7.0,2.0,70.1,1.26,3.0,5,52.0
Oliver Burke,Premier League,2017-18,6.0,4.0,75.5,2.45,4.0,15,24.466666666666665
Rekeem Harper,Premier League,2017-18,1.0,2.0,80.0,8.57,0.0,1,21.0
Salomón Rondón,Premier League,2017-18,66.0,23.0,64.5,2.34,47.0,36,76.86111111111111
Sam Field,Premier League,2017-18,32.0,4.0,72.3,1.84,13.0,10,53.7
Aaron Cresswell,Premier League,2017-18,128.0,34.0,69.9,1.94,135.0,36,85.25
Adrián,Premier League,2017-18,0.0,0.0,46.6,0.11,13.0,19,90.0
André Ayew,Premier League,2017-18,18.0,4.0,74.2,1.31,17.0,18,49.72222222222222
Andy Carroll,Premier League,2017-18,11.0,7.0,60.3,2.04,13.0,16,46.875
Angelo Ogbonna,Premier League,2017-18,44.0,7.0,79.4,0.56,46.0,32,90.0
Arthur Masuaku,Premier League,2017-18,56.0,17.0,71.8,1.88,39.0,27,69.25925925925925
Cheikhou Kouyaté,Premier League,2017-18,66.0,16.0,74.7,1.22,56.0,33,84.81818181818181
Declan Rice,Premier League,2017-18,36.0,2.0,77.7,0.63,34.0,26,55.0
Diafra Sakho,Premier League,2017-18,6.0,1.0,60.3,1.47,3.0,14,21.857142857142858
Edimilson Fernandes,Premier League,2017-18,20.0,7.0,77.1,1.28,17.0,14,60.357142857142854
James Collins,Premier League,2017-18,24.0,2.0,72.8,0.6,20.0,13,80.76923076923077
Javier Hernández,Premier League,2017-18,31.0,21.0,71.4,2.56,21.0,28,55.285714285714285
Joe Hart,Premier League,2017-18,0.0,2.0,48.8,0.21,24.0,19,90.0
Jordan Hugill,Premier League,2017-18,0.0,0.0,33.3,0.0,0.0,3,8.333333333333334
Josh Cullen,Premier League,2017-18,0.0,0.0,75.0,0.0,0.0,2,4.0
José Fonte,Premier League,2017-18,34.0,4.0,80.8,1.18,32.0,8,86.0
João Mário,Premier League,2017-18,43.0,16.0,75.1,2.99,22.0,13,78.61538461538461
Manuel Lanzini,Premier League,2017-18,156.0,40.0,82.9,3.79,104.0,27,75.62962962962963
Mark Noble,Premier League,2017-18,143.0,20.0,82.4,2.1,110.0,29,82.75862068965517
Marko Arnautović,Premier League,2017-18,52.0,35.0,66.7,3.11,26.0,31,74.61290322580645
Michail Antonio,Premier League,2017-18,29.0,14.0,59.9,2.53,20.0,21,64.47619047619048
Pablo Zabaleta,Premier League,2017-18,145.0,17.0,71.5,1.12,109.0,37,88.89189189189189
Patrice Evra,Premier League,2017-18,7.0,0.0,70.0,0.79,8.0,5,45.6
Pedro Obiang,Premier League,2017-18,77.0,6.0,79.6,1.5,80.0,21,74.42857142857143
Reece Oxford,Premier League,2017-18,0.0,0.0,0.0,0.0,0.0,1,5.0
Sam Byram,Premier League,2017-18,14.0,2.0,59.3,0.73,12.0,5,49.6
Winston Reid,Premier League,2017-18,39.0,4.0,81.2,0.5,28.0,17,85.41176470588235
Adrián Diéguez,La Liga,2017-18,11.0,0.0,78.0,0.41,12.0,6,72.5
Aleksandar Katai,La Liga,2017-18,2.0,0.0,80.0,5.0,2.0,3,18.333333333333332
Alexis,La Liga,2017-18,34.0,5.0,73.2,0.62,27.0,28,78.0
Alfonso Pedraza,La Liga,2017-18,69.0,30.0,63.1,2.29,34.0,33,73.93939393939394
Antonio Sivera,La Liga,2017-18,0.0,0.0,46.7,0.0,0.0,1,62.0
Bojan Krkić,La Liga,2017-18,18.0,2.0,77.3,1.43,9.0,13,33.92307692307692
Burgui,La Liga,2017-18,46.0,18.0,74.2,4.0,32.0,23,44.95652173913044
Carlos Vigaray,La Liga,2017-18,18.0,2.0,68.6,1.31,18.0,12,74.58333333333333
Christian Santos,La Liga,2017-18,6.0,2.0,65.0,1.03,8.0,10,43.6
Daniel Torres,La Liga,2017-18,56.0,7.0,81.7,1.11,53.0,18,67.61111111111111
Enzo Zidane,La Liga,2017-18,3.0,1.0,56.7,2.57,2.0,2,35.5
Ermedin Demirović,La Liga,2017-18,1.0,1.0,55.2,1.98,1.0,3,60.666666666666664
Fernando Pacheco,La Liga,2017-18,0.0,0.0,54.9,0.13,19.0,38,88.36842105263158
Guillermo Maripán,La Liga,2017-18,26.0,1.0,76.5,0.29,13.0,19,80.42105263157895
Hernán Pérez,La Liga,2017-18,10.0,6.0,67.8,3.38,6.0,10,37.4
Héctor Hernández,La Liga,2017-18,0.0,0.0,100.0,0.0,0.0,1,16.0
Ibai Gómez,La Liga,2017-18,87.0,40.0,64.9,2.99,71.0,34,68.20588235294117
John Guidetti,La Liga,2017-18,35.0,13.0,62.7,2.58,29.0,17,71.88235294117646
Manu García,La Liga,2017-18,96.0,16.0,72.2,1.62,89.0,30,81.3
Martin Agirregabiria,La Liga,2017-18,48.0,13.0,71.7,1.23,46.0,21,87.04761904761905
Munir El Haddadi,La Liga,2017-18,68.0,41.0,65.1,3.5,33.0,33,74.06060606060606
Rodrigo Ely,La Liga,2017-18,46.0,2.0,72.4,0.54,40.0,31,86.80645161290323
Rubén Duarte,La Liga,2017-18,74.0,19.0,69.2,1.81,42.0,24,89.08333333333333
Rubén Sobrino,La Liga,2017-18,29.0,21.0,71.3,2.45,19.0,28,52.357142857142854
Tomás Pina Isla,La Liga,2017-18,122.0,10.0,81.1,1.21,108.0,30,79.56666666666666
Víctor Laguardia,La Liga,2017-18,44.0,1.0,68.0,0.35,43.0,17,90.0
Víctor López,La Liga,2017-18,1.0,2.0,55.6,3.0,0.0,1,60.0
Wakaso,La Liga,2017-18,37.0,9.0,68.8,1.8,27.0,21,52.285714285714285
Álvaro Medrán,La Liga,2017-18,52.0,10.0,77.8,1.9,47.0,17,55.705882352941174
Óscar Romero,La Liga,2017-18,6.0,5.0,59.5,3.6,5.0,5,50.2
Ager Aketxe,La Liga,2017-18,6.0,0.0,76.2,7.3,3.0,3,12.333333333333334
Ander Iturraspe,La Liga,2017-18,124.0,22.0,79.5,2.51,113.0,30,63.46666666666667
Andoni López,La Liga,2017-18,1.0,0.0,80.0,1.0,1.0,1,90.0
Aritz Aduriz,La Liga,2017-18,45.0,11.0,65.1,1.46,41.0,33,65.21212121212122
Aymeric Laporte,La Liga,2017-18,74.0,8.0,83.0,0.58,67.0,19,90.0
Beñat Etxebarria,La Liga,2017-18,109.0,25.0,78.6,4.58,62.0,24,46.666666666666664
Eneko Bóveda,La Liga,2017-18,18.0,4.0,69.3,1.9,14.0,6,87.0
Enric Saborit,La Liga,2017-18,40.0,6.0,74.1,1.13,32.0,19,75.15789473684211
Iago Herrerín,La Liga,2017-18,0.0,0.0,60.8,0.25,13.0,8,90.0
Iker Muniain,La Liga,2017-18,79.0,15.0,82.5,3.69,56.0,14,55.714285714285715
Iñaki Williams,La Liga,2017-18,64.0,33.0,72.9,2.3,29.0,38,75.02631578947368
Iñigo Córdoba,La Liga,2017-18,65.0,16.0,64.4,2.47,37.0,30,48.63333333333333
Iñigo Lekue,La Liga,2017-18,109.0,19.0,74.9,2.26,74.0,32,65.96875
Iñigo Martínez,La Liga,2017-18,71.0,2.0,76.3,0.56,81.0,16,90.0
Kepa Arrizabalaga,La Liga,2017-18,0.0,1.0,66.3,0.23,32.0,30,90.0
Markel Susaeta,La Liga,2017-18,85.0,54.0,73.6,3.98,65.0,34,66.58823529411765
Mikel Balenziaga,La Liga,2017-18,48.0,7.0,75.7,0.99,34.0,18,86.05555555555556
Mikel Rico,La Liga,2017-18,48.0,11.0,79.6,1.77,44.0,17,68.88235294117646
Mikel San José,La Liga,2017-18,121.0,12.0,78.0,1.59,97.0,26,82.88461538461539
Mikel Vesga,La Liga,2017-18,42.0,7.0,80.9,1.9,29.0,12,67.16666666666667
Raúl García,La Liga,2017-18,110.0,23.0,55.3,2.3,78.0,34,77.26470588235294
Sabin Merino,La Liga,2017-18,7.0,2.0,65.6,1.44,4.0,13,28.76923076923077
Unai Núñez,La Liga,2017-18,119.0,3.0,81.9,0.49,94.0,33,89.12121212121212
Xabier Etxeita,La Liga,2017-18,10.0,0.0,84.5,0.0,14.0,5,75.2
Yeray Álvarez,La Liga,2017-18,41.0,2.0,82.3,1.47,36.0,8,84.375
