league,season,team,player,nation,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
Bundesliga,2020-21,Hoffenheim,Marco John,GER,18,2002,14,12,997,11.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Hoffenheim,Maximilian Beier,GER,17,2002,3,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Hoffenheim,Mijat Gaćinović,SRB,25,1995,23,7,822,9.1,0,2,2,0,0,0,5,0,0.0,0.22,0.22,0.0,0.22
Bundesliga,2020-21,Hoffenheim,Pavel Kadeřábek,CZE,28,1992,20,17,1588,17.6,0,4,4,0,0,0,3,0,0.0,0.23,0.23,0.0,0.23
Bundesliga,2020-21,Hoffenheim,Robert Skov,DEN,24,1996,23,12,1164,12.9,1,0,1,1,0,0,0,1,0.08,0.0,0.08,0.08,0.08
Bundesliga,2020-21,Hoffenheim,Ryan Sessegnon,ENG,20,2000,23,17,1574,17.5,2,3,5,2,0,0,4,0,0.11,0.17,0.29,0.11,0.29
Bundesliga,2020-21,Hoffenheim,Sargis Adamyan,ARM,27,1993,18,3,479,5.3,2,3,5,2,0,0,2,0,0.38,0.56,0.94,0.38,0.94
Bundesliga,2020-21,Hoffenheim,Sebastian Rudy,GER,30,1990,25,21,1678,18.6,1,3,4,1,0,0,4,0,0.05,0.16,0.21,0.05,0.21
Bundesliga,2020-21,Köln,Dimitris Limnios,GRE,22,1998,12,2,378,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Köln,Dominick Drexler,GER,30,1990,27,11,1233,13.7,2,1,3,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22
Bundesliga,2020-21,Köln,Ellyes Skhiri,TUN,25,1995,32,32,2785,30.9,5,2,7,5,0,0,5,0,0.16,0.06,0.23,0.16,0.23
Bundesliga,2020-21,Köln,Elvis Rexhbeçaj,KVX,22,1997,30,20,1833,20.4,5,2,7,5,0,0,4,0,0.25,0.1,0.34,0.25,0.34
Bundesliga,2020-21,Köln,Florian Kainz,AUT,27,1992,8,6,447,5.0,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2
Bundesliga,2020-21,Köln,Ismail Jakobs,SEN,20,1999,23,18,1726,19.2,1,1,2,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1
Bundesliga,2020-21,Köln,Jan Thielmann,GER,18,2002,24,9,1029,11.4,2,3,5,2,0,0,0,0,0.17,0.26,0.44,0.17,0.44
Bundesliga,2020-21,Köln,Jannes Horn,GER,23,1997,29,20,1768,19.6,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05
Bundesliga,2020-21,Köln,Jonas Hector,GER,30,1990,19,15,1290,14.3,3,1,4,3,0,0,2,0,0.21,0.07,0.28,0.21,0.28
Bundesliga,2020-21,Köln,Kingsley Ehizibue,NED,25,1995,21,15,1133,12.6,0,1,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08
Bundesliga,2020-21,Köln,Marius Wolf,GER,25,1995,31,29,2551,28.3,2,2,4,2,0,0,3,0,0.07,0.07,0.14,0.07,0.14
Bundesliga,2020-21,Köln,Max Meyer,GER,24,1995,10,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Köln,Noah Katterbach,GER,19,2001,21,12,1111,12.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Köln,Ondrej Duda,SVK,25,1994,32,32,2537,28.2,7,5,12,4,3,4,8,1,0.25,0.18,0.43,0.14,0.32
Bundesliga,2020-21,Köln,Salih Özcan,TUR,22,1998,28,15,1371,15.2,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07
Bundesliga,2020-21,Leverkusen,Charles Aránguiz,CHI,31,1989,21,20,1669,18.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Leverkusen,Daley Sinkgraven,NED,25,1995,22,19,1570,17.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Leverkusen,Demarai Gray,JAM,24,1996,10,5,442,4.9,1,2,3,1,0,0,0,0,0.2,0.41,0.61,0.2,0.61
Bundesliga,2020-21,Leverkusen,Exequiel Palacios,ARG,21,1998,9,7,572,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Leverkusen,Florian Wirtz,GER,17,2003,29,25,2224,24.7,5,6,11,5,0,0,1,0,0.2,0.24,0.45,0.2,0.45
Bundesliga,2020-21,Leverkusen,Jeremie Frimpong,NED,19,2000,10,4,436,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Leverkusen,Julian Baumgartlinger,AUT,32,1988,17,12,1072,11.9,2,0,2,2,0,0,1,0,0.17,0.0,0.17,0.17,0.17
Bundesliga,2020-21,Leverkusen,Karim Bellarabi,GER,30,1990,22,7,798,8.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Leverkusen,Kerem Demirbay,GER,27,1993,29,20,1744,19.4,4,3,7,4,0,0,2,0,0.21,0.15,0.36,0.21,0.36
Bundesliga,2020-21,Leverkusen,Leon Bailey,JAM,22,1997,30,25,2141,23.8,9,8,17,9,0,0,6,0,0.38,0.34,0.71,0.38,0.71
Bundesliga,2020-21,Leverkusen,Moussa Diaby,FRA,21,1999,32,28,2388,26.5,4,11,15,4,0,0,5,0,0.15,0.41,0.57,0.15,0.57
Bundesliga,2020-21,Leverkusen,Nadiem Amiri,GER,23,1996,29,20,1890,21.0,2,6,8,2,0,0,5,0,0.1,0.29,0.38,0.1,0.38
Bundesliga,2020-21,Leverkusen,Wendell,BRA,27,1993,22,15,1457,16.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Mainz 05,Aarón Martín,ESP,23,1997,5,3,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Mainz 05,Abass Issah,GHA,21,1998,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Mainz 05,Daniel Brosinski,GER,32,1988,21,16,1430,15.9,2,1,3,0,2,2,0,0,0.13,0.06,0.19,0.0,0.06
Bundesliga,2020-21,Mainz 05,Danny Latza,GER,30,1989,29,21,1800,20.0,0,2,2,0,0,0,8,0,0.0,0.1,0.1,0.0,0.1
Bundesliga,2020-21,Mainz 05,Danny da Costa,GER,27,1993,16,15,1208,13.4,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
Bundesliga,2020-21,Mainz 05,Dominik Kohr,GER,26,1994,17,14,1268,14.1,1,1,2,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14
Bundesliga,2020-21,Mainz 05,Edimilson Fernandes,SUI,24,1996,14,9,841,9.3,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11
Bundesliga,2020-21,Mainz 05,Jean-Paul Boëtius,SUR,26,1994,31,23,2065,22.9,2,4,6,2,0,0,5,0,0.09,0.17,0.26,0.09,0.26
Bundesliga,2020-21,Mainz 05,Ji Dong-won,KOR,29,1991,6,0,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Mainz 05,Jonathan Burkardt,GER,20,2000,29,16,1373,15.3,2,0,2,2,0,0,0,0,0.13,0.0,0.13,0.13,0.13
Bundesliga,2020-21,Mainz 05,Karim Onisiwo,AUT,28,1992,31,19,1843,20.5,4,0,4,4,0,0,2,0,0.2,0.0,0.2,0.2,0.2
Bundesliga,2020-21,Mainz 05,Kevin Stöger,AUT,26,1993,19,4,538,6.0,3,0,3,3,0,0,3,0,0.5,0.0,0.5,0.5,0.5
Bundesliga,2020-21,Mainz 05,Leandro Barreiro Martins,LUX,20,2000,29,27,2303,25.6,2,2,4,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16
Bundesliga,2020-21,Mainz 05,Levin Öztunalı,GER,24,1996,17,7,758,8.4,1,2,3,1,0,0,0,0,0.12,0.24,0.36,0.12,0.36
Bundesliga,2020-21,Mainz 05,Merveille Papela,GER,19,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Mainz 05,Paul Nebel,GER,17,2002,4,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Mainz 05,Phillipp Mwene,AUT,26,1994,20,19,1674,18.6,1,2,3,1,0,0,3,0,0.05,0.11,0.16,0.05,0.16
Bundesliga,2020-21,Mainz 05,Pierre Kunde,CMR,25,1995,11,6,513,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Mainz 05,Robin Quaison,SWE,26,1993,28,18,1476,16.4,6,2,8,5,1,1,1,0,0.37,0.12,0.49,0.3,0.43
Bundesliga,2020-21,RB Leipzig,Amadou Haidara,MLI,22,1998,31,21,1905,21.2,3,1,4,3,0,0,4,0,0.14,0.05,0.19,0.14,0.19
Bundesliga,2020-21,RB Leipzig,Angeliño,ESP,23,1997,26,24,2161,24.0,4,4,8,4,0,0,2,0,0.17,0.17,0.33,0.17,0.33
Bundesliga,2020-21,RB Leipzig,Benjamin Henrichs,GER,23,1997,13,5,540,6.0,0,1,1,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
Bundesliga,2020-21,RB Leipzig,Christopher Nkunku,FRA,22,1997,28,19,1892,21.0,6,6,12,6,0,0,2,0,0.29,0.29,0.57,0.29,0.57
Bundesliga,2020-21,RB Leipzig,Dani Olmo,ESP,22,1998,32,26,2194,24.4,5,9,14,4,1,1,1,0,0.21,0.37,0.57,0.16,0.53
Bundesliga,2020-21,RB Leipzig,Dennis Borkowski,GER,18,2002,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,RB Leipzig,Emil Forsberg,SWE,28,1991,29,20,1539,17.1,7,4,11,5,2,3,0,0,0.41,0.23,0.64,0.29,0.53
Bundesliga,2020-21,RB Leipzig,Hwang Hee-chan,KOR,24,1996,18,3,460,5.1,0,1,1,0,0,0,2,0,0.0,0.2,0.2,0.0,0.2
Bundesliga,2020-21,RB Leipzig,Joscha Wosz,GER,18,2002,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,RB Leipzig,Justin Kluivert,NED,21,1999,19,8,813,9.0,3,1,4,3,0,0,2,0,0.33,0.11,0.44,0.33,0.44
Bundesliga,2020-21,RB Leipzig,Kevin Kampl,SVN,29,1990,27,24,1932,21.5,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05
Bundesliga,2020-21,RB Leipzig,Konrad Laimer,AUT,23,1997,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,RB Leipzig,Lazar Samardzic,SRB,18,2002,7,2,200,2.2,0,1,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45
Bundesliga,2020-21,RB Leipzig,Marcel Sabitzer,AUT,26,1994,27,24,2026,22.5,8,3,11,4,4,4,8,0,0.36,0.13,0.49,0.18,0.31
Bundesliga,2020-21,RB Leipzig,Nordi Mukiele,FRA,22,1997,28,21,1677,18.6,3,1,4,3,0,0,5,0,0.16,0.05,0.21,0.16,0.21
Bundesliga,2020-21,RB Leipzig,Tyler Adams,USA,21,1999,27,21,1850,20.6,1,1,2,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1
Bundesliga,2020-21,Schalke 04,Ahmed Kutucu,TUR,20,2000,7,0,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Alessandro Schöpf,AUT,26,1994,19,10,942,10.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Amine Harit,MAR,23,1997,28,25,2101,23.3,2,5,7,2,0,0,4,0,0.09,0.21,0.3,0.09,0.3
Bundesliga,2020-21,Schalke 04,Bastian Oczipka,GER,31,1989,27,20,1922,21.4,0,2,2,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09
Bundesliga,2020-21,Schalke 04,Benito Raman,BEL,25,1994,25,13,1246,13.8,2,0,2,2,0,0,2,0,0.14,0.0,0.14,0.14,0.14
Bundesliga,2020-21,Schalke 04,Benjamin Stambouli,FRA,29,1990,24,22,1956,21.7,0,2,2,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09
Bundesliga,2020-21,Schalke 04,Blendi Idrizi,KVX,22,1998,3,3,238,2.6,1,0,1,1,0,0,1,0,0.38,0.0,0.38,0.38,0.38
Bundesliga,2020-21,Schalke 04,Can Bozdogan,GER,19,2001,14,5,651,7.2,0,2,2,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28
Bundesliga,2020-21,Schalke 04,Florian Flick,GER,20,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25
Bundesliga,2020-21,Schalke 04,Hamza Mendyl,MAR,22,1997,3,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Jimmy Kaparos,DOM,18,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Kerim Calhanoglu,GER,17,2002,4,4,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Kilian Ludewig,GER,20,2000,6,6,520,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Levent Mercan,GER,19,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Mark Uth,GER,28,1991,20,18,1494,16.6,3,1,4,3,0,0,5,0,0.18,0.06,0.24,0.18,0.24
Bundesliga,2020-21,Schalke 04,Mehmet Aydin,GER,18,2002,6,6,500,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Mikail Maden,NOR,18,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Nabil Bentaleb,ALG,25,1994,9,6,548,6.1,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Nassim Boujellab,MAR,21,1999,12,6,605,6.7,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15
Bundesliga,2020-21,Schalke 04,Omar Mascarell,EQG,27,1993,24,21,1762,19.6,1,1,2,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1
Bundesliga,2020-21,Schalke 04,Rabbi Matondo,WAL,19,2000,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Sead Kolašinac,BIH,27,1993,17,16,1426,15.8,1,1,2,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13
Bundesliga,2020-21,Schalke 04,Steven Skrzybski,GER,27,1992,13,3,419,4.7,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Schalke 04,Suat Serdar,GER,23,1997,25,24,1953,21.7,1,3,4,1,0,0,3,0,0.05,0.14,0.18,0.05,0.18
Bundesliga,2020-21,Schalke 04,William,BRA,25,1995,8,7,474,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Stuttgart,Atakan Karazor,TUR,23,1996,19,10,1037,11.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Stuttgart,Borna Sosa,CRO,22,1998,26,25,2042,22.7,0,9,9,0,0,0,2,0,0.0,0.4,0.4,0.0,0.4
Bundesliga,2020-21,Stuttgart,Daniel Didavi,GER,30,1990,23,10,970,10.8,4,3,7,4,0,0,2,0,0.37,0.28,0.65,0.37,0.65
Bundesliga,2020-21,Stuttgart,Darko Churlinov,MKD,20,2000,14,0,216,2.4,0,1,1,0,0,0,0,0,0.0,0.42,0.42,0.0,0.42
Bundesliga,2020-21,Stuttgart,Erik Thommy,GER,25,1994,8,3,313,3.5,0,2,2,0,0,0,0,0,0.0,0.58,0.58,0.0,0.58
Bundesliga,2020-21,Stuttgart,Gonzalo Castro,GER,33,1987,26,23,1729,19.2,4,2,6,4,0,0,9,0,0.21,0.1,0.31,0.21,0.31
Bundesliga,2020-21,Stuttgart,Lilian Egloff,GER,17,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Stuttgart,Luca Mack,GER,20,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Stuttgart,Mateo Klimowicz,GER,20,2000,25,12,1198,13.3,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15
Bundesliga,2020-21,Stuttgart,Naouirou Ahamada,FRA,18,2002,6,3,252,2.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Stuttgart,Nicolás González,ARG,22,1998,15,10,934,10.4,6,2,8,3,3,4,5,0,0.58,0.19,0.77,0.29,0.48
Bundesliga,2020-21,Stuttgart,Orel Mangala,BEL,22,1998,24,24,2109,23.4,1,3,4,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17
Bundesliga,2020-21,Stuttgart,Philipp Förster,GER,25,1995,25,17,1509,16.8,3,1,4,3,0,1,4,0,0.18,0.06,0.24,0.18,0.24
Bundesliga,2020-21,Stuttgart,Philipp Klement,GER,27,1992,18,2,421,4.7,1,2,3,1,0,0,0,0,0.21,0.43,0.64,0.21,0.64
Bundesliga,2020-21,Stuttgart,Roberto Massimo,GER,19,2000,18,7,757,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Stuttgart,Silas Katompa,COD,21,1998,25,24,1919,21.3,11,4,15,8,3,3,6,0,0.52,0.19,0.7,0.38,0.56
Bundesliga,2020-21,Stuttgart,Tanguy Coulibaly,FRA,19,2001,31,17,1506,16.7,2,1,3,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18
Bundesliga,2020-21,Stuttgart,Wataru Endo,JPN,27,1993,33,33,2955,32.8,3,3,6,3,0,0,5,0,0.09,0.09,0.18,0.09,0.18
Bundesliga,2020-21,Union Berlin,Akaki Gogia,GER,28,1992,7,0,140,1.6,0,1,1,0,0,0,1,0,0.0,0.64,0.64,0.0,0.64
Bundesliga,2020-21,Union Berlin,Cedric Teuchert,GER,23,1997,24,5,754,8.4,3,1,4,3,0,0,2,0,0.36,0.12,0.48,0.36,0.48
Bundesliga,2020-21,Union Berlin,Christian Gentner,GER,34,1985,22,13,1033,11.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Union Berlin,Christopher Lenz,GER,25,1994,27,27,2248,25.0,0,3,3,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12
Bundesliga,2020-21,Union Berlin,Christopher Trimmel,AUT,33,1987,31,30,2572,28.6,1,9,10,1,0,0,9,0,0.03,0.31,0.35,0.03,0.35
Bundesliga,2020-21,Union Berlin,Grischa Prömel,GER,25,1995,24,21,1816,20.2,3,1,4,3,0,0,7,0,0.15,0.05,0.2,0.15,0.2
Bundesliga,2020-21,Union Berlin,Joshua Mees,GER,24,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Union Berlin,Julian Ryerson,NOR,22,1997,24,10,1069,11.9,0,2,2,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17
Bundesliga,2020-21,Union Berlin,Keita Endo,JPN,22,1997,16,4,456,5.1,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2
Bundesliga,2020-21,Union Berlin,Leon Dajaku,GER,19,2001,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Union Berlin,Marcus Ingvartsen,DEN,24,1996,30,24,1963,21.8,3,5,8,3,0,1,4,0,0.14,0.23,0.37,0.14,0.37
Bundesliga,2020-21,Union Berlin,Marius Bülter,GER,27,1993,26,8,977,10.9,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09
Bundesliga,2020-21,Union Berlin,Max Kruse,GER,32,1988,22,19,1629,18.1,11,5,16,6,5,6,0,0,0.61,0.28,0.88,0.33,0.61
Bundesliga,2020-21,Union Berlin,Niko Gießelmann,GER,28,1991,13,4,430,4.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Union Berlin,Robert Andrich,GER,25,1994,29,29,2526,28.1,5,2,7,5,0,0,5,1,0.18,0.07,0.25,0.18,0.25
Bundesliga,2020-21,Union Berlin,Sebastian Griesbeck,GER,29,1990,24,8,890,9.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Union Berlin,Sheraldo Becker,SUR,25,1995,18,15,1106,12.3,3,3,6,3,0,0,2,0,0.24,0.24,0.49,0.24,0.49
Bundesliga,2020-21,Union Berlin,Tim Maciejewski,GER,19,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Werder Bremen,Christian Groß,GER,31,1989,23,17,1468,16.3,0,1,1,0,0,0,8,1,0.0,0.06,0.06,0.0,0.06
Bundesliga,2020-21,Werder Bremen,Davy Klaassen,NED,27,1993,3,3,222,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Werder Bremen,Eren Dinkçi,GER,18,2001,8,1,108,1.2,1,0,1,1,0,0,0,1,0.83,0.0,0.83,0.83,0.83
Bundesliga,2020-21,Werder Bremen,Felix Agu,NGA,20,1999,15,8,701,7.8,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13
Bundesliga,2020-21,Werder Bremen,Ilia Gruev,BUL,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Werder Bremen,Jean-Manuel Mbom,GER,20,2000,21,15,1160,12.9,0,1,1,0,0,0,7,0,0.0,0.08,0.08,0.0,0.08
Bundesliga,2020-21,Werder Bremen,Josh Sargent,USA,20,2000,32,30,2506,27.8,5,2,7,5,0,0,7,0,0.18,0.07,0.25,0.18,0.25
Bundesliga,2020-21,Werder Bremen,Kevin Möhwald,GER,27,1993,27,17,1555,17.3,5,1,6,5,0,0,4,1,0.29,0.06,0.35,0.29,0.35
Bundesliga,2020-21,Werder Bremen,Leonardo Bittencourt,GER,26,1993,27,19,1514,16.8,4,1,5,3,1,1,3,0,0.24,0.06,0.3,0.18,0.24
Bundesliga,2020-21,Werder Bremen,Ludwig Augustinsson,SWE,26,1994,23,21,1957,21.7,0,4,4,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18
Bundesliga,2020-21,Werder Bremen,Maximilian Eggestein,GER,23,1996,33,33,2942,32.7,2,5,7,2,0,0,5,0,0.06,0.15,0.21,0.06,0.21
Bundesliga,2020-21,Werder Bremen,Milot Rashica,KVX,24,1996,24,14,1462,16.2,3,2,5,2,1,1,0,0,0.18,0.12,0.31,0.12,0.25
Bundesliga,2020-21,Werder Bremen,Nick Woltemade,GER,18,2002,6,1,147,1.6,0,1,1,0,0,0,1,0,0.0,0.61,0.61,0.0,0.61
Bundesliga,2020-21,Werder Bremen,Niclas Füllkrug,GER,27,1993,19,10,877,9.7,6,0,6,4,2,2,1,0,0.62,0.0,0.62,0.41,0.41
Bundesliga,2020-21,Werder Bremen,Patrick Erras,GER,25,1995,4,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Werder Bremen,Philipp Bargfrede,GER,31,1989,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Werder Bremen,Romano Schmid,AUT,20,2000,22,13,1177,13.1,0,3,3,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23
Bundesliga,2020-21,Werder Bremen,Tahith Chong,CUW,20,1999,13,4,386,4.3,0,1,1,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23
Bundesliga,2020-21,Werder Bremen,Theodor Gebre Selassie,CZE,33,1986,34,34,3032,33.7,3,1,4,3,0,0,3,0,0.09,0.03,0.12,0.09,0.12
Bundesliga,2020-21,Werder Bremen,Yuya Osako,JPN,30,1990,24,7,762,8.5,0,1,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12
Bundesliga,2020-21,Wolfsburg,Admir Mehmedi,SUI,29,1991,18,8,820,9.1,0,2,2,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22
Bundesliga,2020-21,Wolfsburg,Josip Brekalo,CRO,22,1998,29,22,1814,20.2,7,3,10,7,0,0,1,0,0.35,0.15,0.5,0.35,0.5
Bundesliga,2020-21,Wolfsburg,Josuha Guilavogui,FRA,29,1990,20,7,747,8.3,0,1,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12
Bundesliga,2020-21,Wolfsburg,Maximilian Arnold,GER,26,1994,30,30,2585,28.7,3,6,9,3,0,0,7,1,0.1,0.21,0.31,0.1,0.31
Bundesliga,2020-21,Wolfsburg,Maximilian Philipp,GER,26,1994,24,13,1111,12.3,6,2,8,6,0,0,3,0,0.49,0.16,0.65,0.49,0.65
Bundesliga,2020-21,Wolfsburg,Omar Marmoush,EGY,21,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Wolfsburg,Renato Steffen,SUI,28,1991,21,19,1566,17.4,5,4,9,5,0,0,3,0,0.29,0.23,0.52,0.29,0.52
Bundesliga,2020-21,Wolfsburg,Ridle Baku,GER,22,1998,32,31,2678,29.8,6,7,13,6,0,0,1,0,0.2,0.24,0.44,0.2,0.44
Bundesliga,2020-21,Wolfsburg,Victor Sá,BRA,26,1994,21,3,469,5.2,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38
Bundesliga,2020-21,Wolfsburg,William,BRA,25,1995,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2020-21,Wolfsburg,Xaver Schlager,AUT,22,1997,32,30,2626,29.2,2,4,6,2,0,0,7,0,0.07,0.14,0.21,0.07,0.21
Bundesliga,2020-21,Wolfsburg,Yannick Gerhardt,GER,26,1994,29,21,1936,21.5,2,4,6,2,0,0,3,0,0.09,0.19,0.28,0.09,0.28
Bundesliga,2020-21,Wolfsburg,Yunus Mallı,TUR,28,1992,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
