league,season,team,player,nation,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
Premier League,2022-23,Fulham,Andreas Pereira,BRA,26,1996,33,33,2692,29.9,4,6,10,3,1,1,8,0,0.13,0.2,0.33,0.1,0.3
Premier League,2022-23,Fulham,Bobby De Cordova-Reid,JAM,29,1993,36,29,2475,27.5,4,1,5,4,0,0,8,0,0.15,0.04,0.18,0.15,0.18
Premier League,2022-23,Fulham,Daniel James,WAL,24,1997,20,5,621,6.9,2,1,3,2,0,0,0,0,0.29,0.14,0.43,0.29,0.43
Premier League,2022-23,Fulham,Harrison Reed,ENG,27,1995,37,35,2866,31.8,3,4,7,3,0,0,5,0,0.09,0.13,0.22,0.09,0.22
Premier League,2022-23,Fulham,Harry Wilson,WAL,25,1997,29,13,1100,12.2,2,3,5,2,0,0,1,0,0.16,0.25,0.41,0.16,0.41
Premier League,2022-23,Fulham,Jay Stansfield,ENG,19,2002,3,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Fulham,Josh Onomah,ENG,25,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Fulham,João Palhinha,POR,27,1995,35,35,3108,34.5,3,0,3,3,0,0,14,0,0.09,0.0,0.09,0.09,0.09
Premier League,2022-23,Fulham,Luke Harris,WAL,17,2005,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Fulham,Manor Solomon,ISR,23,1999,19,4,572,6.4,4,0,4,4,0,0,0,0,0.63,0.0,0.63,0.63,0.63
Premier League,2022-23,Fulham,Nathaniel Chalobah,ENG,27,1994,4,1,12,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Fulham,Neeskens Kebano,COD,30,1992,17,9,764,8.5,0,3,3,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35
Premier League,2022-23,Fulham,Saša Lukić,SRB,25,1996,12,4,412,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Fulham,Shane Duffy,IRL,30,1992,5,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Fulham,Tom Cairney,SCO,31,1991,33,6,988,11.0,2,0,2,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18
Premier League,2022-23,Fulham,Tyrese Francois,AUS,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Fulham,Willian,BRA,33,1988,27,25,2126,23.6,5,5,10,5,0,0,2,0,0.21,0.21,0.42,0.21,0.42
Premier League,2022-23,Leeds United,Adam Forshaw,ENG,30,1991,12,5,479,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leeds United,Brenden Aaronson,USA,21,2000,36,28,2372,26.4,1,3,4,1,0,0,2,0,0.04,0.11,0.15,0.04,0.15
Premier League,2022-23,Leeds United,Crysencio Summerville,NED,20,2001,28,12,1426,15.8,4,2,6,4,0,0,4,0,0.25,0.13,0.38,0.25,0.38
Premier League,2022-23,Leeds United,Daniel James,WAL,24,1997,4,2,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leeds United,Darko Gyabi,ENG,18,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leeds United,Jack Harrison,ENG,25,1996,36,34,2708,30.1,5,7,12,5,0,0,2,0,0.17,0.23,0.4,0.17,0.4
Premier League,2022-23,Leeds United,Luis Sinisterra,COL,23,1999,19,13,867,9.6,5,0,5,5,0,0,3,1,0.52,0.0,0.52,0.52,0.52
Premier League,2022-23,Leeds United,Marc Roca,ESP,25,1996,32,29,2315,25.7,1,2,3,1,0,0,7,0,0.04,0.08,0.12,0.04,0.12
Premier League,2022-23,Leeds United,Mateusz Klich,POL,32,1990,14,0,280,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leeds United,Rodrigo,ESP,31,1991,31,23,1935,21.5,13,1,14,12,1,1,6,0,0.6,0.05,0.65,0.56,0.6
Premier League,2022-23,Leeds United,Sam Greenwood,ENG,20,2002,18,3,424,4.7,1,2,3,1,0,0,1,0,0.21,0.42,0.64,0.21,0.64
Premier League,2022-23,Leeds United,Tyler Adams,USA,23,1999,24,24,2156,24.0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leeds United,Weston McKennie,USA,23,1998,19,16,1437,16.0,0,1,1,0,0,0,7,0,0.0,0.06,0.06,0.0,0.06
Premier League,2022-23,Leeds United,Wilfried Gnonto,ITA,18,2003,24,14,1354,15.0,2,4,6,2,0,0,7,0,0.13,0.27,0.4,0.13,0.4
Premier League,2022-23,Leicester City,Ayoze Pérez,ESP,29,1993,8,3,382,4.2,0,1,1,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24
Premier League,2022-23,Leicester City,Boubakary Soumaré,FRA,23,1999,26,20,1629,18.1,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leicester City,Dennis Praet,BEL,28,1994,22,6,649,7.2,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
Premier League,2022-23,Leicester City,Harvey Barnes,ENG,24,1997,34,32,2711,30.1,13,1,14,13,0,0,3,0,0.43,0.03,0.46,0.43,0.46
Premier League,2022-23,Leicester City,James Justin,ENG,24,1998,14,14,1252,13.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leicester City,James Maddison,ENG,25,1996,30,28,2480,27.6,10,9,19,9,1,2,10,0,0.36,0.33,0.69,0.33,0.65
Premier League,2022-23,Leicester City,Kiernan Dewsbury-Hall,ENG,23,1998,31,28,2306,25.6,2,2,4,2,0,0,5,1,0.08,0.08,0.16,0.08,0.16
Premier League,2022-23,Leicester City,Lewis Brunt,ENG,21,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leicester City,Marc Albrighton,ENG,32,1989,6,1,237,2.6,1,0,1,1,0,0,0,0,0.38,0.0,0.38,0.38,0.38
Premier League,2022-23,Leicester City,Nampalys Mendy,SEN,30,1992,19,7,757,8.4,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12
Premier League,2022-23,Leicester City,Ricardo Pereira,POR,28,1993,10,5,454,5.0,1,1,2,1,0,0,2,0,0.2,0.2,0.4,0.2,0.4
Premier League,2022-23,Leicester City,Tetê,BRA,22,2000,13,9,734,8.2,1,0,1,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12
Premier League,2022-23,Leicester City,Timothy Castagne,BEL,26,1995,37,36,3254,36.2,2,3,5,2,0,0,3,0,0.06,0.08,0.14,0.06,0.14
Premier League,2022-23,Leicester City,Wilfred Ndidi,NGA,25,1996,27,19,1679,18.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Leicester City,Youri Tielemans,BEL,25,1997,31,27,2344,26.0,3,2,5,2,1,2,4,0,0.12,0.08,0.19,0.08,0.15
Premier League,2022-23,Liverpool,Ben Gannon-Doak,SCO,16,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Liverpool,Bobby Clark,ENG,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Liverpool,Curtis Jones,ENG,21,2001,18,12,1035,11.5,3,1,4,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35
Premier League,2022-23,Liverpool,Diogo Jota,POR,25,1996,22,12,1131,12.6,7,4,11,7,0,0,2,0,0.56,0.32,0.88,0.56,0.88
Premier League,2022-23,Liverpool,Fabinho,BRA,28,1993,36,31,2671,29.7,0,2,2,0,0,0,11,0,0.0,0.07,0.07,0.0,0.07
Premier League,2022-23,Liverpool,Fabio Carvalho,POR,19,2002,13,4,347,3.9,2,0,2,2,0,0,0,0,0.52,0.0,0.52,0.52,0.52
Premier League,2022-23,Liverpool,Harvey Elliott,ENG,19,2003,32,18,1613,17.9,1,2,3,1,0,0,2,0,0.06,0.11,0.17,0.06,0.17
Premier League,2022-23,Liverpool,James Milner,ENG,36,1986,31,7,913,10.1,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1
Premier League,2022-23,Liverpool,Jordan Henderson,ENG,32,1990,35,23,2074,23.0,0,2,2,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
Premier League,2022-23,Liverpool,Naby Keïta,GUI,27,1995,8,3,293,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Liverpool,Stefan Bajcetic,ESP,17,2004,11,6,526,5.8,1,0,1,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17
Premier League,2022-23,Liverpool,Thiago Alcántara,ESP,31,1991,18,14,1254,13.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester City,Aymeric Laporte,ESP,28,1994,12,11,993,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester City,Bernardo Silva,POR,27,1994,34,24,2205,24.5,4,5,9,4,0,0,5,0,0.16,0.2,0.37,0.16,0.37
Premier League,2022-23,Manchester City,Cole Palmer,ENG,20,2002,14,2,370,4.1,0,1,1,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24
Premier League,2022-23,Manchester City,Erling Haaland,NOR,22,2000,35,33,2769,30.8,36,8,44,29,7,7,5,0,1.17,0.26,1.43,0.94,1.2
Premier League,2022-23,Manchester City,Jack Grealish,ENG,26,1995,28,23,2055,22.8,5,7,12,5,0,0,4,0,0.22,0.31,0.53,0.22,0.53
Premier League,2022-23,Manchester City,John Stones,ENG,28,1994,23,21,1846,20.5,2,2,4,2,0,0,2,0,0.1,0.1,0.2,0.1,0.2
Premier League,2022-23,Manchester City,Julián Álvarez,ARG,22,2000,31,13,1465,16.3,9,0,9,8,1,1,0,0,0.55,0.0,0.55,0.49,0.49
Premier League,2022-23,Manchester City,Kalvin Phillips,ENG,26,1995,12,2,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester City,Kevin De Bruyne,BEL,31,1991,32,28,2417,26.9,7,16,23,7,0,0,1,0,0.26,0.6,0.86,0.26,0.86
Premier League,2022-23,Manchester City,Kyle Walker,ENG,32,1990,27,22,1958,21.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester City,Manuel Akanji,SUI,27,1995,29,24,2287,25.4,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04
Premier League,2022-23,Manchester City,Máximo Perrone,ARG,19,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester City,Phil Foden,ENG,22,2000,32,22,1842,20.5,11,6,17,11,0,0,1,0,0.54,0.29,0.83,0.54,0.83
Premier League,2022-23,Manchester City,Rico Lewis,ENG,17,2004,14,10,903,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester City,Riyad Mahrez,ALG,31,1991,30,22,1920,21.3,5,10,15,4,1,1,2,0,0.23,0.47,0.7,0.19,0.66
Premier League,2022-23,Manchester City,Rodri,ESP,26,1996,36,34,2911,32.3,2,6,8,2,0,0,5,0,0.06,0.19,0.25,0.06,0.25
Premier League,2022-23,Manchester City,Rúben Dias,POR,25,1997,26,22,1998,22.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester City,Sergio Gómez,ESP,21,2000,12,2,349,3.9,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26
Premier League,2022-23,Manchester City,Shea Charles,NIR,18,2003,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester City,İlkay Gündoğan,GER,31,1990,31,27,2353,26.1,8,4,12,8,0,1,0,0,0.31,0.15,0.46,0.31,0.46
Premier League,2022-23,Manchester Utd,Alejandro Garnacho,ARG,18,2004,19,5,569,6.3,3,2,5,3,0,0,3,0,0.47,0.32,0.79,0.47,0.79
Premier League,2022-23,Manchester Utd,Anthony Elanga,SWE,20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
Premier League,2022-23,Manchester Utd,Antony,BRA,22,2000,25,23,1802,20.0,4,2,6,4,0,0,5,0,0.2,0.1,0.3,0.2,0.3
Premier League,2022-23,Manchester Utd,Bruno Fernandes,POR,27,1994,37,37,3316,36.8,8,8,16,6,2,2,6,0,0.22,0.22,0.43,0.16,0.38
Premier League,2022-23,Manchester Utd,Casemiro,BRA,30,1992,28,24,2124,23.6,4,3,7,4,0,0,7,2,0.17,0.13,0.3,0.17,0.3
Premier League,2022-23,Manchester Utd,Christian Eriksen,DEN,30,1992,28,25,2048,22.8,1,8,9,1,0,0,3,0,0.04,0.35,0.4,0.04,0.4
Premier League,2022-23,Manchester Utd,Donny van de Beek,NED,25,1997,7,2,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester Utd,Facundo Pellistri,URU,20,2001,4,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester Utd,Fred,BRA,29,1993,35,12,1249,13.9,2,2,4,2,0,0,6,0,0.14,0.14,0.29,0.14,0.29
Premier League,2022-23,Manchester Utd,Jadon Sancho,ENG,22,2000,26,21,1686,18.7,6,3,9,6,0,0,0,0,0.32,0.16,0.48,0.32,0.48
Premier League,2022-23,Manchester Utd,Kobbie Mainoo,ENG,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Manchester Utd,Marcel Sabitzer,AUT,28,1994,11,7,627,7.0,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14
Premier League,2022-23,Manchester Utd,Marcus Rashford,ENG,24,1997,35,32,2879,32.0,17,5,22,17,0,0,2,0,0.53,0.16,0.69,0.53,0.69
Premier League,2022-23,Manchester Utd,Scott McTominay,SCO,25,1996,24,10,1160,12.9,1,0,1,1,0,0,8,0,0.08,0.0,0.08,0.08,0.08
Premier League,2022-23,Manchester Utd,Wout Weghorst,NED,29,1992,17,10,797,8.9,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11
Premier League,2022-23,Newcastle United,Anthony Gordon,ENG,21,2001,16,4,487,5.4,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18
Premier League,2022-23,Newcastle United,Bruno Guimarães,BRA,24,1997,32,32,2726,30.3,4,5,9,4,0,0,7,0,0.13,0.17,0.3,0.13,0.3
Premier League,2022-23,Newcastle United,Elliot Anderson,ENG,19,2002,22,3,410,4.6,0,1,1,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22
Premier League,2022-23,Newcastle United,Jamal Lewis,NIR,24,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Newcastle United,Joe Willock,ENG,22,1999,35,31,2558,28.4,3,6,9,3,0,0,1,0,0.11,0.21,0.32,0.11,0.32
Premier League,2022-23,Newcastle United,Joelinton,BRA,25,1996,32,30,2661,29.6,6,1,7,6,0,0,12,0,0.2,0.03,0.24,0.2,0.24
Premier League,2022-23,Newcastle United,Jonjo Shelvey,ENG,30,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Newcastle United,Lewis Miley,ENG,16,2006,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Newcastle United,Matt Ritchie,SCO,32,1989,7,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Newcastle United,Sean Longstaff,ENG,24,1997,33,28,2518,28.0,1,4,5,1,0,0,2,0,0.04,0.14,0.18,0.04,0.18
Premier League,2022-23,Nottingham Forest,Alex Mighten,ENG,20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Brennan Johnson,WAL,21,2001,38,33,2934,32.6,8,3,11,7,1,3,6,0,0.25,0.09,0.34,0.21,0.31
Premier League,2022-23,Nottingham Forest,Cafú,POR,29,1993,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Cheikhou Kouyaté,SEN,32,1989,21,10,882,9.8,1,0,1,1,0,0,3,0,0.1,0.0,0.1,0.1,0.1
Premier League,2022-23,Nottingham Forest,Danilo Santos,BRA,21,2001,13,12,976,10.8,3,2,5,3,0,0,1,0,0.28,0.18,0.46,0.28,0.46
Premier League,2022-23,Nottingham Forest,Emmanuel Dennis,NGA,24,1997,19,6,720,8.0,2,2,4,2,0,0,3,0,0.25,0.25,0.5,0.25,0.5
Premier League,2022-23,Nottingham Forest,Giulian Biancone,FRA,22,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Gustavo Scarpa,BRA,28,1994,6,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Harry Toffolo,ENG,26,1995,19,9,940,10.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Jack Colback,ENG,32,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Jesse Lingard,ENG,29,1992,17,12,923,10.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Jonjo Shelvey,ENG,30,1992,8,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Lewis O'Brien,ENG,23,1998,13,6,584,6.5,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15
Premier League,2022-23,Nottingham Forest,Morgan Gibbs-White,ENG,22,2000,35,34,2971,33.0,5,8,13,3,2,2,5,0,0.15,0.24,0.39,0.09,0.33
Premier League,2022-23,Nottingham Forest,Neco Williams,WAL,21,2001,31,20,1882,20.9,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05
Premier League,2022-23,Nottingham Forest,Orel Mangala,BEL,24,1998,27,20,1550,17.2,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12
Premier League,2022-23,Nottingham Forest,Remo Freuler,SUI,30,1992,28,24,2161,24.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Nottingham Forest,Renan Lodi,BRA,24,1998,28,26,2214,24.6,0,1,1,0,0,0,7,0,0.0,0.04,0.04,0.0,0.04
Premier League,2022-23,Nottingham Forest,Ryan Yates,ENG,24,1997,26,21,1837,20.4,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1
Premier League,2022-23,Nottingham Forest,Serge Aurier,CIV,29,1992,24,22,1943,21.6,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05
Premier League,2022-23,Southampton,Adam Armstrong,ENG,25,1997,30,14,1335,14.8,2,1,3,2,0,0,2,0,0.13,0.07,0.2,0.13,0.2
Premier League,2022-23,Southampton,Ainsley Maitland-Niles,ENG,24,1997,22,13,1407,15.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Southampton,Carlos Alcaraz,ARG,19,2002,18,13,1029,11.4,4,2,6,4,0,0,3,0,0.35,0.17,0.52,0.35,0.52
Premier League,2022-23,Southampton,Ibrahima Diallo,FRA,23,1999,18,11,819,9.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Southampton,James Ward-Prowse,ENG,27,1994,38,38,3371,37.5,9,4,13,7,2,4,6,0,0.24,0.11,0.35,0.19,0.29
Premier League,2022-23,Southampton,Joe Aribo,NGA,26,1996,21,13,1224,13.6,2,0,2,2,0,0,2,0,0.15,0.0,0.15,0.15,0.15
Premier League,2022-23,Southampton,Kamaldeen Sulemana,GHA,20,2002,18,10,966,10.7,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28
Premier League,2022-23,Southampton,Kami Doyle,ENG,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Southampton,Kyle Walker-Peters,ENG,25,1997,31,30,2650,29.4,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03
Premier League,2022-23,Southampton,Mislav Oršić,CRO,29,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Southampton,Mohamed Elyounoussi,NOR,27,1994,33,27,2168,24.1,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08
Premier League,2022-23,Southampton,Moussa Djenepo,MLI,24,1998,16,7,710,7.9,0,2,2,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25
Premier League,2022-23,Southampton,Nathan Redmond,ENG,28,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Southampton,Oriol Romeu,ESP,30,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Southampton,Roméo Lavia,BEL,18,2004,29,26,2221,24.7,1,0,1,1,0,0,9,0,0.04,0.0,0.04,0.04,0.04
Premier League,2022-23,Southampton,Samuel Amo-Ameyaw,ENG,16,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Southampton,Samuel Edozie,ENG,19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Southampton,Stuart Armstrong,SCO,30,1992,32,14,1408,15.6,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19
Premier League,2022-23,Southampton,Theo Walcott,ENG,33,1989,20,13,1129,12.5,2,2,4,2,0,0,1,0,0.16,0.16,0.32,0.16,0.32
Premier League,2022-23,Southampton,Valentino Livramento,ENG,19,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Tottenham Hotspur,Arnaut Danjuma,NED,25,1997,9,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53
Premier League,2022-23,Tottenham Hotspur,Ben Davies,WAL,29,1993,31,26,2288,25.4,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16
Premier League,2022-23,Tottenham Hotspur,Bryan Gil,ESP,21,2001,4,2,148,1.6,0,1,1,0,0,0,1,0,0.0,0.61,0.61,0.0,0.61
Premier League,2022-23,Tottenham Hotspur,Dejan Kulusevski,SWE,22,2000,30,23,2067,23.0,2,7,9,2,0,0,2,0,0.09,0.3,0.39,0.09,0.39
Premier League,2022-23,Tottenham Hotspur,Djed Spence,ENG,21,2000,4,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Tottenham Hotspur,Emerson,BRA,23,1999,26,20,1735,19.3,2,1,3,2,0,0,2,1,0.1,0.05,0.16,0.1,0.16
Premier League,2022-23,Tottenham Hotspur,George Abbott,ENG,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Tottenham Hotspur,Harvey White,ENG,20,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Tottenham Hotspur,Ivan Perišić,CRO,33,1989,34,23,2108,23.4,1,8,9,1,0,0,6,0,0.04,0.34,0.38,0.04,0.38
Premier League,2022-23,Tottenham Hotspur,Lucas Moura,BRA,29,1992,15,0,153,1.7,1,0,1,1,0,0,0,1,0.59,0.0,0.59,0.59,0.59
Premier League,2022-23,Tottenham Hotspur,Matt Doherty,IRL,30,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13
Premier League,2022-23,Tottenham Hotspur,Matthew Craig,SCO,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,Tottenham Hotspur,Oliver Skipp,ENG,21,2000,23,18,1491,16.6,1,0,1,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06
Premier League,2022-23,Tottenham Hotspur,Pape Matar Sarr,SEN,19,2002,11,2,218,2.4,0,1,1,0,0,0,1,0,0.0,0.41,0.41,0.0,0.41
Premier League,2022-23,Tottenham Hotspur,Pedro Porro,ESP,22,1999,15,13,1131,12.6,3,3,6,3,0,0,0,0,0.24,0.24,0.48,0.24,0.48
Premier League,2022-23,Tottenham Hotspur,Pierre Højbjerg,DEN,26,1995,35,35,3131,34.8,4,5,9,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26
Premier League,2022-23,Tottenham Hotspur,Richarlison,BRA,25,1997,27,12,1010,11.2,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36
Premier League,2022-23,Tottenham Hotspur,Rodrigo Bentancur,URU,25,1997,18,17,1500,16.7,5,2,7,5,0,0,8,0,0.3,0.12,0.42,0.3,0.42
Premier League,2022-23,Tottenham Hotspur,Ryan Sessegnon,ENG,22,2000,17,9,813,9.0,2,0,2,2,0,0,4,0,0.22,0.0,0.22,0.22,0.22
Premier League,2022-23,Tottenham Hotspur,Son Heung-min,KOR,30,1992,36,33,2888,32.1,10,6,16,10,0,0,2,0,0.31,0.19,0.5,0.31,0.5
Premier League,2022-23,Tottenham Hotspur,Yves Bissouma,MLI,25,1996,23,10,1010,11.2,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,West Ham United,Ben Johnson,ENG,22,2000,17,9,866,9.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,West Ham United,Conor Coventry,IRL,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,West Ham United,Declan Rice,ENG,23,1999,37,36,3273,36.4,4,2,6,4,0,1,5,0,0.11,0.05,0.16,0.11,0.16
Premier League,2022-23,West Ham United,Emerson Palmieri,ITA,27,1994,22,16,1320,14.7,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07
Premier League,2022-23,West Ham United,Flynn Downes,ENG,23,1999,21,7,762,8.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Premier League,2022-23,West Ham United,Jarrod Bowen,ENG,25,1996,38,36,3233,35.9,6,5,11,5,1,2,2,0,0.17,0.14,0.31,0.14,0.28
