player,league,season,xg,np_xg,xa,key_passes,xg_chain,xg_buildup
Jed Steer,Premier League,2021-22,0.0,0.0,0.0,0,0.01069989986717701,0.01069989986717701
John McGinn,Premier League,2021-22,1.8280723309144378,1.8280723309144378,5.359244130551815,53,12.840360780246556,8.202694385312498
Keinan Davis,Premier League,2021-22,0.0,0.0,0.0,0,0.02824229933321476,0.02824229933321476
Kortney Hause,Premier League,2021-22,0.06403259932994843,0.06403259932994843,0.0,0,1.8135129772126675,1.8135129772126675
Leon Bailey,Premier League,2021-22,1.4925615042448044,1.4925615042448044,0.6773803047835827,7,2.510905209928751,0.6678759902715683
Lucas Digne,Premier League,2021-22,0.8612118046730757,0.8612118046730757,3.5197858130559325,52,7.2710800766944885,5.305216922424734
Marvelous Nakamba,Premier League,2021-22,0.0,0.0,0.045388299971818924,2,1.7517936192452908,1.7517936192452908
Matt Targett,Premier League,2021-22,1.0151007901877165,1.0151007901877165,3.8638001391664147,41,7.151029429398477,3.894083708524704
Matthew Cash,Premier League,2021-22,2.4832568001002073,2.4832568001002073,2.902315404266119,28,11.00867085158825,7.563903264701366
Morgan Sanson,Premier League,2021-22,0.011810599826276302,0.011810599826276302,0.028206299990415573,1,0.8443006118759513,0.832490012049675
Ollie Watkins,Premier League,2021-22,11.498160604387522,10.736988637596369,2.997610133141279,35,17.148511039093137,5.538892895914614
Philippe Coutinho,Premier League,2021-22,3.366971990093589,3.366971990093589,2.9328471841290593,25,8.868810299783945,4.497148868627846
Robin Olsen,Premier League,2021-22,0.0,0.0,0.0,0,0.07991970330476761,0.07991970330476761
Tim Iroegbunam,Premier League,2021-22,0.10066100209951401,0.10066100209951401,0.0,0,0.10236839950084686,0.10236839950084686
Trézéguet,Premier League,2021-22,0.050483498722314835,0.050483498722314835,0.0,0,0.46437200903892517,0.41388899087905884
Tyrone Mings,Premier League,2021-22,1.375620087608695,1.375620087608695,1.428650375455618,10,8.234112842008471,7.534688280895352
Wesley,Premier League,2021-22,0.0,0.0,0.0,0,0.0,0.0
Bryan Mbeumo,Premier League,2021-22,9.805259482935071,9.044090459123254,3.957220805808902,34,17.78692425787449,6.478674702346325
Charlie Goode,Premier League,2021-22,0.08599329739809036,0.08599329739809036,1.0358272045850754,7,1.197367712855339,0.8813184946775436
Christian Eriksen,Premier League,2021-22,1.4037851188331842,1.4037851188331842,3.7309530712664127,30,4.987491987645626,2.9094995334744453
Christian Nørgaard,Premier League,2021-22,4.969032805413008,4.969032805413008,4.0477693835273385,29,13.346250873059034,7.89542396273464
David Raya,Premier League,2021-22,0.0,0.0,0.0409960001707077,1,4.120813246816397,4.120813246816397
Dominic Thompson,Premier League,2021-22,0.025226600468158722,0.025226600468158722,0.0,0,0.05206830054521561,0.026841599494218826
Ethan Pinnock,Premier League,2021-22,1.7465080497786403,1.7465080497786403,1.7245045565068722,12,6.184837121516466,4.275091532617807
Finley Stevens,Premier League,2021-22,0.0,0.0,0.028888199478387833,1,0.0,0.0
Frank Onyeka,Premier League,2021-22,0.7653771908953786,0.7653771908953786,0.16351560223847628,4,1.5919902855530381,0.9403915964066982
Ivan Toney,Premier League,2021-22,12.048585828393698,8.242776174098253,7.343530809506774,43,12.169118613004684,2.3933666069060564
Jonas Lössl,Premier League,2021-22,0.0,0.0,0.0,0,0.0,0.0
Josh Dasilva,Premier League,2021-22,0.10198599845170975,0.10198599845170975,0.18233780562877655,3,0.4496143078431487,0.16529020201414824
Kristoffer Ajer,Premier League,2021-22,1.0655757747590542,1.0655757747590542,2.2111876308918,8,5.553348563611507,3.8359059505164623
Mads Bech Sørensen,Premier League,2021-22,0.07186190038919449,0.07186190038919449,0.34183360263705254,7,1.5663126846775413,1.2244802778586745
Mads Bidstrup,Premier League,2021-22,0.0,0.0,0.0,0,0.0,0.0
